rating,date,variation,verified_reviews,feedback,cleaned_reviews,sentiment_score,sentiment_label,label
5,30-Jul-18,Configuration: Fire TV Stick,I already bought one previously to try out and enjoyed it.  Bought these new ones during the Prime sale.,1,i already bought one previously to try out and enjoyed it  bought these new ones during the prime sale,0.5106,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Works like a charm. Fast delivery and no problems.,1,works like a charm fast delivery and no problems,0.7549,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,ok,1,ok,0.296,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,I loved it so much on my living room TV that I bought one for the bedroom TV. Highly recommend this device to anyone wanting to simplify and improve their online entertainment experience.,1,i loved it so much on my living room tv that i bought one for the bedroom tv highly recommend this device to anyone wanting to simplify and improve their online entertainment experience,0.908,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Does everything I need!,1,does everything i need,0.0,Neutral,2
5,30-Jul-18,Configuration: Fire TV Stick,Love it love it love it,1,love it love it love it,0.9274,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,awesome device,1,awesome device,0.6249,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,CAN WATCH AMAZON PRIME SHOWS AND TALK TO ALEXUS,1,can watch amazon prime shows and talk to alexus,0.1779,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"This product replaces the 1st generation Fire Stick I had, and what an improvement in speed in both showing Amazon content but ALL apps downloaded on PRODUCT! I bought in on PRIME day for $19 .... BEST DEAL EVER !",1,this product replaces the st generation fire stick i had and what an improvement in speed in both showing amazon content but all apps downloaded on product i bought in on prime day for   best deal ever ,0.8151,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"Just as advertised, bought as a gift, great price, fast shipping!!",1,just as advertised bought as a gift great price fast shipping,0.7906,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick, ,1, ,0.0,Neutral,2
5,30-Jul-18,Configuration: Fire TV Stick,Very easy to set up and straight forward directions. Loads fast also.,1,very easy to set up and straight forward directions loads fast also,0.624,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,I purchased the Fire Stick to be able to watch movies at my convenience. I love that there is such a variety of genres. I also enjoy it gives you the ability to watch TV shows too. It's Awesome!,1,i purchased the fire stick to be able to watch movies at my convenience i love that there is such a variety of genres i also enjoy it gives you the ability to watch tv shows too its awesome,0.9081,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Being able to tell it what to go to,1,being able to tell it what to go to,0.0,Neutral,2
5,30-Jul-18,Configuration: Fire TV Stick,Love this! So many options!,1,love this so many options,0.6369,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,I love it,1,i love it,0.6369,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Love it. Many stations to choose from,1,love it many stations to choose from,0.6369,Positive,1
4,30-Jul-18,Configuration: Fire TV Stick,It was a gift.,1,it was a gift,0.4404,Positive,1
1,30-Jul-18,Configuration: Fire TV Stick,"It still doesn’t work.  I bet if I call and let them know that, they will charge me for the 3rd time.  Ridiculous.",0,it still doesnt work  i bet if i call and let them know that they will charge me for the rd time  ridiculous,-0.3612,Negative,0
5,30-Jul-18,Configuration: Fire TV Stick,I love the Alexa remote and easy to use.,1,i love the alexa remote and easy to use,0.7964,Positive,1
2,30-Jul-18,Configuration: Fire TV Stick, ,0, ,0.0,Neutral,2
5,30-Jul-18,Configuration: Fire TV Stick,works great,1,works great,0.6249,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"It is very easy to use,I can now watch my favorite movies",1,it is very easy to usei can now watch my favorite movies,0.7346,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"Doubtful at first, but it works a lot better than my smart devices.Plus Alexa software include, that was a plus!",1,doubtful at first but it works a lot better than my smart devicesplus alexa software include that was a plus,0.7717,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"Love our Fire Stick,easy to set up and have loads of shows for free and plenty to rent or buy.We also use Pluto TV and Tubi so that's even more TV.Alexa makes it so easy to find any show or movie I want.We love the money we save.",1,love our fire stickeasy to set up and have loads of shows for free and plenty to rent or buywe also use pluto tv and tubi so thats even more tvalexa makes it so easy to find any show or movie i wantwe love the money we save,0.9534,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,It was perfect.  Works like a charm.,1,it was perfect  works like a charm,0.836,Positive,1
3,30-Jul-18,Configuration: Fire TV Stick,Netflix and Hulu,1,netflix and hulu,0.0,Neutral,2
4,30-Jul-18,Configuration: Fire TV Stick,"I love this fire stick because after installing a few highly recommended apps, I discovered that a lot of the channels I don't have with my cable provider is included,  and I don't have to pay extra! Just subscribing to a few streaming apps will do and I still come out paying way less than cable tv.",1,i love this fire stick because after installing a few highly recommended apps i discovered that a lot of the channels i dont have with my cable provider is included  and i dont have to pay extra just subscribing to a few streaming apps will do and i still come out paying way less than cable tv,0.5912,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Love this wished I had gotten it sooner,1,love this wished i had gotten it sooner,0.6369,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Makes accessing all of the Apps easy. Love the voice control.,1,makes accessing all of the apps easy love the voice control,0.7964,Positive,1
4,30-Jul-18,Configuration: Fire TV Stick,It's my second one and works well,1,its my second one and works well,0.2732,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,I love my fire stick!,1,i love my fire stick,0.4215,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Great product. Very versatile and easy to use,1,great product very versatile and easy to use,0.8055,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Ease of usage,1,ease of usage,0.3612,Positive,1
4,30-Jul-18,Configuration: Fire TV Stick,"I love this, it's quick and easy to use. I love that there are so many apps you can access but disappointed some of them cost extra money to use. I also love the music app on here. I didn't think I would use it because I have Alexa echo and listen to music all the time on there. But I tried it on the fire tv and it gives you the lyric as the songs play! Love it!!",1,i love this its quick and easy to use i love that there are so many apps you can access but disappointed some of them cost extra money to use i also love the music app on here i didnt think i would use it because i have alexa echo and listen to music all the time on there but i tried it on the fire tv and it gives you the lyric as the songs play love it,0.9393,Positive,1
4,30-Jul-18,Configuration: Fire TV Stick,Love it. The only downside is that you can't download any app you want.,1,love it the only downside is that you cant download any app you want,0.5423,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Still learning how to use it but like it so far. We played music from YouTube and a couple movies on it. No complaints,1,still learning how to use it but like it so far we played music from youtube and a couple movies on it no complaints,0.8636,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,We are using the internet for our home and loving them,1,we are using the internet for our home and loving them,0.5994,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,My Father liked the added programing in which he is interested.,1,my father liked the added programing in which he is interested,0.6705,Positive,1
